%<X-coord>,<Y-coord>,<Polarization>,<wavelength>,<type>,<deviceID>,<comment>
6176.588,287.362,TE,1550,device,UBCcontraGratings2_624,gap360nmpitch312nmnumber2000
5496.588,1139.457,TE,1550,device,UBCcontraGratings2_625,gap200nmpitch316nmnumber2000
6006.588,287.362,TE,1550,device,UBCcontraGratings2_626,gap320nmpitch312nmnumber2000
3991.158,1417.351,TE,1550,TESpiralBG,IMECuniform02_P316_R15_Gap2_Corr20_N1582_Length500_628,no commment
4391.963,1796.707,TE,1550,TESpiralWG,ImecTEDev3_R15_Length3000_Gap2_Width0_5_629,no commment
4124.939,1112.162,TE,1550,TESpiralBG,IMECuniform03_P316_R15_Gap2_Corr40_N1582_Length500_630,no commment
3867.199,1613.399,TE,1550,TESpiralBG,IMECuniform01_P316_R15_Gap2_Corr10_N1582_Length500_631,no commment
4109.315,1650.381,TE,1550,TESpiralBG,IMECuniform04_P316_R15_Gap2_Corr10_N3165_Length1000_632,no commment
4302.387,1562.579,TE,1550,TESpiralBG,IMECuniform07_P316_R15_Gap2_Corr10_N9494_Length3000_633,no commment
5312.993,161.471,TE,1550,FrqDiscr,WBG1dev1_310nm_160pts_noSlab_P2nm_634,no commment
4415.912,1311.575,TE,1550,TESpiralBG,IMECuniform08_P316_R15_Gap2_Corr20_N9494_Length3000_635,no commment
4197.595,1342.819,TE,1550,TESpiralBG,IMECuniform05_P316_R15_Gap2_Corr20_N3165_Length1000_636,no commment
4318.819,1092.438,TE,1550,TESpiralBG,IMECuniform06_P316_R15_Gap2_Corr40_N3165_Length1000_637,no commment
3989.999,1882.149,TE,1550,TESpiralWG,ImecTEDev1_R15_Length500_Gap2_Width0_5_638,no commment
3018.623,832.36,TE,1550,FrqDiscr,WBG2dev2_310nm_200pts_noSlab_P2nm_639,no commment
3202.591,833.223,TE,1550,FrqDiscr,WBG2dev3_314nm_4516pts_noSlab_P2nm_640,no commment
2598.968,840.456,TE,1550,TESpiralBG,IMECuniform09_P316_R15_Gap2_Corr40_N9494_Length3000_641,no commment
2835.98,832.019,TE,1550,FrqDiscr,WBG2dev1_310nm_160pts_noSlab_P2nm_642,no commment
5179.147,535.126,TE,1550,FrqDiscr,WBG1dev2_310nm_200pts_noSlab_P2nm_643,no commment
4187.035,1882.765,TE,1550,TESpiralWG,ImecTEDev2_R15_Length1000_Gap2_Width0_5_644,no commment
5361.634,534.37,TE,1550,FrqDiscr,WBG1dev3_310nm_4516pts_noSlab_P2nm_645,no commment
987.151,5218.637,TM,1550,TMSpiralWG,ImecTMDev6_R15_Length500_Gap1_Width0_5_646,no commment
1697.1,5261.673,TM,1550,TMSpiralBG,IMECuniform21_P440_R15_Gap1_Corr40_N1136_Length500_647,no commment
505.15,5227.7,TE,1550,ybranchZhitian,TElossDev1_648,no commment
1053.101,5445.195,TM,1550,TMSpiralWG,ImecTMDev7_R15_Length500_Gap3_Width0_5_649,no commment
751.95,5215.421,TM,1550,TMSpiralBG,IMECuniform16_P440_R15_Gap2_Corr100_N1136_Length500_650,no commment
644.75,6040.9,TE,1550,ZhitianDiscr,Dev2_WBG1P310_pts200_WBG2P310_pts200_651,no commment
1563.326,5495.691,TE,1550,TESpiralBG,IMECuniform22_P316_R15_Gap3_Corr10_N1582_Length500_652,no commment
1251.45,5238.009,TM,1550,TMSpiralWG,ImecTMDev8_R15_Length1000_Gap1_Width0_5_653,no commment
1211.436,4578.063,TE,1550,ZhitianStraightDiscr,Dev2_WBG1P310_pts200_WBG2P310_pts200_654,no commment
1890.801,5263.89,TM,1550,TMSpiralBG,IMECuniform22_P440_R15_Gap3_Corr40_N1136_Length500_655,no commment
1327.2,5461.164,TM,1550,TMSpiralWG,ImecTMDev9_R15_Length1000_Gap3_Width0_5_656,no commment
861.9,6035.15,TE,1550,ZhitianDiscr,Dev3_WBG1P310_pts4516_WBG2P314_pts4516_657,no commment
423.95,6046.1,TE,1550,ZhitianDiscr,Dev1_WBG1P310_pts160_WBG2P310_pts160_658,no commment
1404.25,5721.981,TM,1550,TMSpiralBG,IMECuniform18_P440_R15_Gap2_Corr100_N6818_Length3000_659,no commment
1656.801,5721.995,TE,1550,TESpiralWG,ImecTEDev7_R15_Length500_Gap3_Width0_5_660,no commment
1860.0,5719.909,TE,1550,TESpiralWG,ImecTEDev8_R15_Length1000_Gap1_Width0_5_661,no commment
1773.855,5502.905,TE,1550,TESpiralBG,IMECuniform23_P316_R15_Gap1_Corr10_N3165_Length1000_662,no commment
1480.57,5239.517,TM,1550,TMSpiralBG,IMECuniform24_P440_R15_Gap3_Corr40_N2273_Length1000_663,no commment
265.301,5366.393,TM,1550,TMSpiralBG,IMECuniform17_P440_R15_Gap2_Corr100_N2273_Length1000_664,no commment
393.651,5605.832,TE,1550,TESpiralBG,IMECuniform16_P316_R15_Gap2_Corr80_N1582_Length500_665,no commment
3710.601,5659.155,TM,1550,TMSpiralBG,IMECuniform19_P440_R15_Gap2_Corr100_N13636_Length6000_666,no commment
3398.46,5696.486,TE,1550,TESpiralBG,IMECuniform20_P316_R15_Gap2_Corr80_N31646_Length10000_667,no commment
2403.7,5721.8,TE,1550,ybranchZhitian,TElossDev2_668,no commment
2269.25,5720.25,TM,1550,ybranchZhitian,TMlossDev2_669,no commment
2198.025,5482.768,TE,1550,TESpiralBG,IMECuniform21_P316_R15_Gap1_Corr10_N1582_Length500_670,no commment
6103.8,3011.327,TM,1550,TMSpiralWG,ImecTMDev3_R15_Length3000_Gap2_Width0_5_671,no commment
2545.6,5699.482,TM,1550,TMSpiralBG,IMECuniform20_P440_R15_Gap2_Corr100_N22727_Length10000_672,no commment
1983.756,5487.193,TE,1550,TESpiralBG,IMECuniform24_P316_R15_Gap3_Corr10_N3165_Length1000_673,no commment
2309.651,5264.137,TE,1550,TESpiralWG,ImecTEDev6_R15_Length500_Gap1_Width0_5_674,no commment
2872.53,5687.457,TE,1550,TESpiralBG,IMECuniform18_P316_R15_Gap2_Corr80_N9494_Length3000_675,no commment
5812.625,2937.21,TM,1550,TMSpiralWG,ImecTMDev4_R15_Length6000_Gap2_Width0_5_676,no commment
3909.645,2935.353,TM,1550,TMSpiralBG,IMECuniform01_P440_R15_Gap2_Corr20_N1136_Length500_677,no commment
4216.207,2662.114,TM,1550,TMSpiralBG,IMECuniform05_P440_R15_Gap2_Corr40_N2273_Length1000_678,no commment
5503.462,2932.346,TM,1550,TMSpiralWG,ImecTMDev5_R15_Length10000_Gap2_Width0_5_679,no commment
2057.95,5719.714,TE,1550,TESpiralWG,ImecTEDev9_R15_Length1000_Gap3_Width0_5_680,no commment
4336.55,2105.205,TE,1550,TESpiralBG,IMECuniform15_P316_R15_Gap2_Corr40_N31646_Length10000_681,no commment
3115.97,5690.834,TE,1550,TESpiralBG,IMECuniform19_P316_R15_Gap2_Corr80_N18987_Length6000_682,no commment
4021.982,2665.103,TM,1550,TMSpiralBG,IMECuniform02_P440_R15_Gap2_Corr40_N1136_Length500_683,no commment
4537.847,2939.58,TM,1550,TMSpiralBG,IMECuniform10_P440_R15_Gap2_Corr20_N13636_Length6000_684,no commment
4105.754,2932.746,TM,1550,TMSpiralBG,IMECuniform04_P440_R15_Gap2_Corr20_N2273_Length1000_685,no commment
4145.333,2414.168,TM,1550,TMSpiralBG,IMECuniform06_P440_R15_Gap2_Corr60_N2273_Length1000_686,no commment
4807.728,2943.706,TM,1550,TMSpiralBG,IMECuniform13_P440_R15_Gap2_Corr20_N22727_Length10000_687,no commment
4061.85,2140.961,TE,1550,TESpiralBG,IMECuniform12_P316_R15_Gap2_Corr40_N18987_Length6000_688,no commment
5119.049,2938.757,TM,1550,TMSpiralWG,ImecTMDev1_R15_Length500_Gap2_Width0_5_689,no commment
4921.439,2669.578,TM,1550,TMSpiralBG,IMECuniform14_P440_R15_Gap2_Corr40_N22727_Length10000_690,no commment
5310.346,2937.119,TM,1550,TMSpiralWG,ImecTMDev2_R15_Length1000_Gap2_Width0_5_691,no commment
4652.258,2668.895,TM,1550,TMSpiralBG,IMECuniform11_P440_R15_Gap2_Corr40_N13636_Length6000_692,no commment
4339.217,2417.766,TM,1550,TMSpiralBG,IMECuniform09_P440_R15_Gap2_Corr60_N6818_Length3000_693,no commment
4304.926,2938.681,TM,1550,TMSpiralBG,IMECuniform07_P440_R15_Gap2_Corr20_N6818_Length3000_694,no commment
4325.986,3801.863,TE,1550,TESpiralWG,ImecTEDev5_R15_Length10000_Gap2_Width0_5_695,no commment
3997.619,3816.593,TE,1550,TESpiralWG,ImecTEDev4_R15_Length6000_Gap2_Width0_5_696,no commment
3993.578,3244.413,TE,1550,TESpiralBG,IMECuniform11_P316_R15_Gap2_Corr20_N18987_Length6000_697,no commment
2109.07,5258.316,TM,1550,TMSpiralBG,IMECuniform23_P440_R15_Gap1_Corr40_N2273_Length1000_698,no commment
4201.423,3529.206,TE,1550,TESpiralBG,IMECuniform13_P316_R15_Gap2_Corr10_N31646_Length10000_699,no commment
2490.9,5217.45,TM,1550,ybranchZhitian,TMlossDev1_700,no commment
4575.231,2416.699,TM,1550,TMSpiralBG,IMECuniform12_P440_R15_Gap2_Corr60_N13636_Length6000_701,no commment
5233.757,2633.14,TM,1550,TMSpiralBG,IMECuniform15_P440_R15_Gap2_Corr60_N22727_Length10000_702,no commment
4418.709,2666.931,TM,1550,TMSpiralBG,IMECuniform08_P440_R15_Gap2_Corr40_N6818_Length3000_703,no commment
3955.373,2450.691,TM,1550,TMSpiralBG,IMECuniform03_P440_R15_Gap2_Corr60_N1136_Length500_704,no commment
4268.902,3244.111,TE,1550,TESpiralBG,IMECuniform14_P316_R15_Gap2_Corr20_N31646_Length10000_705,no commment
3925.711,3530.441,TE,1550,TESpiralBG,IMECuniform10_P316_R15_Gap2_Corr10_N18987_Length6000_706,no commment
1842.187,4571.794,TE,1550,ZhitianStraightDiscr,Dev1_WBG1P310_pts160_WBG2P310_pts160_707,no commment
2620.941,5215.195,TE,1550,TESpiralBG,IMECuniform17_P316_R15_Gap2_Corr80_N3165_Length1000_708,no commment
